image_path,caption
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4909077063.jpg,"A smiling black woman with glasses stands in front of a window , with a city street scene reflected on the window ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3666574371.jpg,A rugby player wearing a colored top has scored a try as the players in black are running towards him .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1344692842.jpg,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/515335111.jpg,The man holds a wooden paddle in a canoe with his dog .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3368569524.jpg,A girl playing basketball attempts a shot while another girl aggresively defends her .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/327997381.jpg,The woman who is standing is looking at the hair of the woman who is sitting .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3655133348.jpg,Two men in dress shirts and holding drinks are standing next to a guy in a pale blue sweater over a blue dress shirt .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/987907964.jpg,one brown and white dog chasing a black and white dog through the grass
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2537767592.jpg,A man with a navy suit and orange vest kneels near the door on the inside of a public transportation vehicle .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4898640485.jpg,A woman with red dyed hair standing and walking with her purse among a group of seated people .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5496383618.jpg,A muscular man arches backwards while supported by a black chord which wraps around his body .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2229108152.jpg,A man wearing jeans and a button down shirt leads a brown horse wearing a saddle on a horse racing dirt track .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/511282305.jpg,Two girls are on a fair ride that is forcing them to be smashed together .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4876043682.jpg,A boy in a yellow t-shirt and pink sweater talks on a cellphone while riding a horse through a crowd of people who are looking on .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2632463480.jpg,A man and a woman stand underneath a brick arch and read newspapers .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3150682680.jpg,A kid with blond-hair is playing in balls and reaching up to grab someone 's hand .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3157744152.jpg,A barefoot man in his pajamas is looking toward the sky while walking on the tennis court .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/283677618.jpg,"Two unhappy-looking older people looking past the camera , the male holding a book and the woman wearing a fur coat ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5691273194.jpg,Five men jogging on a brick pathway with palm trees in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3138954134.jpg,"A woman on stilts is wearing white pants , white gloves and a white halter top as she stands in front of others on a busy pedestrian street ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3595216998.jpg,A small black and white dog jumps with red plastic fence in background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/405970010.jpg,A man in snow clothes and a red helmet is on top of a mountain with other mountains in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2434710077.jpg,Friend gathered together setting and laughing on a blue blanket with a little toddler wearing a blue hat .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4711637472.jpg,Two women with bags are sitting near each other on some steps .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4154171895.jpg,An older man sits on a subway or bus reading a tabloid in front of an Uncle Sam poster as a hanging plant sits beside him on the floor .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2374319960.jpg,A blond woman kneels on the floor as she works on a piece of pottery on a pottery wheel .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1477503966.jpg,Four young men and a young woman on her cellphone are in a kitchen together .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4654284177.jpg,"People playing pool , one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2938523789.jpg,A young man and mother in the kitchen washing and drying the dishes .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3008686435.jpg,A man in an orange vest is standing in the middle of a field .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4834129500.jpg,A man is standing in the doorway of a building with a large mural portrait of a woman on the wall outside .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5234416671.jpg,An infant putting his mouth on a green and yellow toy dumpster truck .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3490736665.jpg,A brown and white dogs stands in front of a wooden building while tennis balls fly through the air .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/150411291.jpg,"Two boys wearing red jackets are digging shovels into the dirt , the smaller boy in the yellow boots has a mohawk ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3133825703.jpg,The little boy has a yellow crown and the man is wearing red velvet .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3512747808.jpg,A shot haired woman in a white shirt giving a long-haired woman in a red shirt a manicure .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5029838069.jpg,A rock concert in a darkly lit room in the middle of the lead singer belting out a verse .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4589027891.jpg,"A man standing in a shadowed area wearing a suit jacket , with city buildings behind him ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3498633396.jpg,A female is helping a child drive a bumper car .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1393707375.jpg,Two girls appear to be playing a very competitive chess game with each other .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1821238649.jpg,A girl dressed as a devil stands in front of a lighted object on a city street .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3277834387.jpg,"A lone person in a long , black trench coat and scarf and carrying a red bag goes past an apparently-closed cafe at night , with the text "" CAFE DE FLO "" visible on the cafe canopy banner ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6718814177.jpg,Two professional hockey players skating by each other on the ice .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4859792687.jpg,A man wearing an unfastened helmet holds himself up on the side of a wall as people look on .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/311619377.jpg,A black-haired woman in a parka is looking at burning incense sticks .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/495055747.jpg,An elderly woman in a red jacket is walking up a hilly city street .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/250667312.jpg,Crowd of asian people looking at different items which include various electronics on wood table .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2437766095.jpg,"This man is practicing kickboxing , where there is at least one other guy practicing as well ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3352791995.jpg,The woman in the red jacket looks at the child in a green jacket .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4048692596.jpg,Young women in Halloween costumes are sitting around a fire .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/102851549.jpg,A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2272548482.jpg,A young boy plays basketball while a few people behind him look on .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/7651701676.jpg,Five people celebrate victory by opening a bottle of champagne before photographers .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3038755837.jpg,A man is waiting on a bench while looking out into the lake to see two large ships .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3003303050.jpg,"A group of six women , with children sitting on the floor behind them , are at work in individual work spaces with privacy dividers between them ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5661511576.jpg,A woman in a gray sweater and hat digs a hole at a playground with the help of an adolescent female .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/7672048656.jpg,Two young children stand in as bride 's children during a traditional wedding being held at a church house as the flowers are being dropped down the aisle .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3713030758.jpg,"Two teams , one wearing black jerseys and the other wearing white jerseys , are on a football field ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3945049632.jpg,A woman in tight white jeans waits with a crowd at a baggage claim in an airport .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3966311887.jpg,A boy dressed in blue jeans and a red shirt sits on the road holding a water bottle while a little girl dressed in a red shirt looks on .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4610036299.jpg,Young girl wearing gray and pink sweater and leather boots shields her face from the camera .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3285214689.jpg,Man in blue sport uniform with basketball in right hand attempting to score basket while being blocked by player in white uniform .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/519228804.jpg,Two children water skating in the dark colored watered on a hot summer day .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/143680966.jpg,A person in an orange helmet climbs up a sheer cliff face .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5138237186.jpg,"A young man wearing a plaid shirt , jeans and hat is riding his skateboard on the railing of some multicolored , rock stairs ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2058989634.jpg,A group of people in t-shirts holding yellow signs walk in a street with a castle in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4546918010.jpg,A troupe of drummers perform in an outdoor public area with their eyes shut and mouths open .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3385593926.jpg,The dogs are in the snow in front of a fence .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2447289477.jpg,The woman in the blue shirt sits on a bench in a museum as others pass her by .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6104468585.jpg,A man with frightening makeup and studded leather clothing is playing a bass guitar at a rock concert .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6893981593.jpg,"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4401293680.jpg,"An older looking woman is taking notes in a lecture hall at a university , with younger looking students in the background ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3396043950.jpg,A boy wearing a white apron has is arms out in a communal darts and craft room whilst a boy in blue looks on .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4613262585.jpg,A cute curly headed little girl sitting on a man 's shoulders .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4033018747.jpg,A man wearing a sweater is pushing an old man wearing a suit and blue tie in a wheelchair next to a row of bookshelves .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4474053436.jpg,A woman carts a child wearing a bright green cap down the street in a wooden wagon .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2584487952.jpg,A dog is jumping in the air in a field of grass .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/74032739.jpg,An Asian man is sitting on the bench on the street and sleeping .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2189181027.jpg,A black dog running along the sandy shoreline of a body of water while two ducks swim nearby .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4725724882.jpg,A man in cap sitting in a chair with a red bag lying next to him .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/171488318.jpg,A dog walking along a cracked and ashen surface .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/535529555.jpg,Two dogs try to get the chewed-up red Frisbee from the other .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/179686689.jpg,Two people have paused near a table and chairs to examine something at their feet in front of a tudor style building .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2553619107.jpg,Someone is kayaking in a yellow kayak over choppy waters .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/86112958.jpg,A family poses for a photograph outside a shopping center with a character dressed up as SpongeBob SquarePants .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2937942758.jpg,A person is standing near a row of identical red and white bicycles .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5016926064.jpg,This man is looking into the telescope while cars are passing by in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4692834620.jpg,"A man in a red suit is dancing with a woman in a red skirt , in the street ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/486016665.jpg,Two woman with long hair and ponytails jog along the roadside .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/200797624.jpg,Military troops are gathered together and some are using tongs to turn over a variety of food on grill racks over coals .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3903142951.jpg,A man in a yellow shirt and hat is suspended on wires and pulleys to reach a high glass ceiling .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2262919211.jpg,"Two people on a sidewalk , one of which is a man in a leather jacket holding some pink and red balloons and facing away from the street and the other is a woman in a cream jacket walking into the street ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4088604271.jpg,"A group of children , standing in a circle , holding hands ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3529211822.jpg,"A tall , light brown dog is drinking water from atop a table while a small black dog jumps off the table ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4963016379.jpg,A woman wearing a short-sleeved red shirt is standing next to other people and looking at something .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/958166873.jpg,"A man wearing a fisherman 's hat , blue jacket , khaki cargo shorts , and hiking shoes is carrying a gray water bottle as he walks down a trail ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3532539748.jpg,A man wearing a hat is standing next to a young boy wearing a black jacket and another smaller child wearing a yellow jacket .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/54817316.jpg,A young blond girl sleeps curled up on a brown couch with her head on large red pillow .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1418257247.jpg,"A view of several shops in an Asian country , complete with several bikes and people ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1679732375.jpg,"Two people , one in gray and one in white , sitting on a bench by a walking path looking over a field at a forest during autumn ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1073444492.jpg,A guy sitting at a desk talking on a phone with books laying everywhere .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6869199530.jpg,A woman wearing a cute hat with ears rolls a bowling ball down the lane .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4992006407.jpg,A black man takes a shot at a pool table while another stands and waits for his shot .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2253417961.jpg,A woman with a backpack and a child kneeling in the sand on a beach with boats in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2588093968.jpg,a young girl in a pink skirt and shirt holds a pair of headphones or earmuffs .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4546499100.jpg,"People standing around incense , wafting the smoke into their faces ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/7072093185.jpg,"One man and one woman , with blue gloves on , putting something in a syringe into a cup of liquid ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6662529701.jpg,"Yellow , red , and blue flags fly in the sky as a diver extends fully in midair ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3362592729.jpg,Twome women in black jumpsuits throw objects in the air in sync .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2522467011.jpg,A little girl in a long red skirt is hula hooping with four brightly colored hula hoops .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2069390245.jpg,A man in a long green apron was cooking outside and looking down the street with his hands on his hips .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/230339366.jpg,An elderly Asian woman is holding an object in her hands .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3309352883.jpg,A group of people having a peaceful protest in a government building in the State of Utah .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3411393875.jpg,"The man is wearing a red shirt , while the woman standing with him has purple streaks in her hair ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3576401807.jpg,A young black-haired girl smiles toward the camera while holding a large insect .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2344625369.jpg,Boy in Asian garb sits on his father 's shoulders and looks alarmedly into the distance .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1942726879.jpg,A young man in shorts and a polo shirt is carrying a garbage bag out of an empty lot with another man following him .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1808504612.jpg,Two children look down from a green tree they have climbed .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3044125918.jpg,A man standing in a storage container with pig skinned and cleaned pig carcasses .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2169986652.jpg,Four workers walking in a field with a desert in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4937203156.jpg,"A person in a red and black striped sweatshirt standing at the top of steps , surrounded by similarly colorfully clothed people ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5643010407.jpg,A guy surfing in a lake or river while a boat is pulling him
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3523474077.jpg,The man in a blue shirt is holding a camera near to a boy wearing a backpack .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/416106657.jpg,A fluffy white dog runs through the woods with his ears flapping in the breeze .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3238044322.jpg,A person is about to roll the bowling ball attempting to hit bowling pins .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2276499757.jpg,A small black dog looks at a larger brown dog in a grassy field .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2269021076.jpg,"A woman with silver pants and pink bellbottoms , and a pink scarf riding her bike by a fence , with buildings in the background ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5828028061.jpg,An older man in a white sure is playing a guitar while others play different instruments .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2882402709.jpg,a young girl with long dark hair wearing a white top and black shirts jumping in the air in the yard .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3439087390.jpg,"Four adults , including a woman in a purple shirt , and a young child sit around a table covered with a striped tablecloth while four dogs lay on the floor around the table ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3469584002.jpg,A blond woman at the beach jumping around as she is enjoying her youth and freedom .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3360930596.jpg,A soccer ball is above the head of a man wearing black shorts and red and black striped shirt .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6537080127.jpg,"Two guys sitting eating breakfast , one is wearing a green jacket and is holding a piece of food ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/7709055992.jpg,An older black woman wearing a colorful print dress stares directly at the camera .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3953382308.jpg,Here is a picture of the side of an airplane where the linen and garbage is being thrown out .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3283021089.jpg,"Two men are having a conversation in front of a graffiti-filled wall , with two younger men in the background ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2885912662.jpg,"A small girl is looking at a pink and black ball , in a parking lot ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/157139628.jpg,Man with white covering on is face spraying water on a mound of sand with a heart drawn that says open up .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2767567870.jpg,"A woman wearing a long beige coat is holding an umbrella , protecting herself from the rain , is standing in front of a window that says the Wizard of Oz ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4044232507.jpg,An older woman with three children and one of the children is crying .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2774548618.jpg,A boy and a girl sitting together in a car at a gas pump as it rains .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/980615147.jpg,A young woman in a white top and jeans is holding up a sign along with other people .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/85318252.jpg,A woman selling bamboo sticks or brooms talking to two men on a loading dock .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1957701886.jpg,A woman in a flowered sundress walks her white chihuahua past a green building .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4274395288.jpg,A large hole in concrete being dug by a large digging machine .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/5678896414.jpg,A shirtless male with a long beard is sitting down around a blue net that has one white flotation device on it .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3609448700.jpg,The number eight rollerskater is taking the lead and pulling away from her black and red dressed opponents .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/6775386430.jpg,A dark-haired male child in a gray and blue sweater writes with a pencil onto a piece of paper .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3826476033.jpg,A mountain hiker wearing a red backpack looks at a beautiful view .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3415783122.jpg,A woman on a bicycle stops by a man who is sitting on a chair holding a typewriter on his lap .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3664750995.jpg,Small Asian girl and boy running towards the camera in the opposite direction of the other people .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3142687558.jpg,A woman in a dress talking on the phone while holding a dog leash .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4247623205.jpg,"A woman in a red shirt stands alone in a terminal , with three pieces of luggage ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3147913471.jpg,The basketball player is holding a basketball getting ready to take a shot .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/23012579.jpg,"A blond , Caucasian female , wearing a white business jacket , pink blouse , sitting at a table draped in hot pink tablecloth , writing on a piece of paper ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2194286203.jpg,A little girl and boy play in the sand on the beach .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3197194113.jpg,"A man wearing a black hat , white shirt , red vest , black tie , and face makeup is swallowing a sword , while a man wearing a cowboy hat behind him is watching ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3141613533.jpg,Two young boys standing in a corn field after the harvest .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3901773161.jpg,A woman dressed in blue hits a tennis ball with an intense expression on her face .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/502213229.jpg,Barefoot women wearing orange and magenta saris are performing a dance .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/7360673198.jpg,Two barefoot female ethnic dancers perform in colorful traditional garb .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2584412512.jpg,"A fluffy white and brown puppy is playing with a white , curly-haired puppy ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2925556493.jpg,"A woman , dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/363503753.jpg,A bicyclist rides around indoors while a group of bicyclists ride in the background .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1463864223.jpg,"In the middle of a shopping center , there is a man who is painted gold with a gold bicycle ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3697378565.jpg,A line of women dressed in colorful gowns standing on a round stage .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2391269207.jpg,A white dog with a yellow toy in his mouth runs through a nature trail towards the camera .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2709695869.jpg,A man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3516935867.jpg,A black horse and its rider are clearing a 3 rung high jump in a competition .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2687672606.jpg,The lady in the multicolored shirt has a necklace on a white object in her hand .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4971580944.jpg,"Phone to her ear , a woman bends forward at the side of a busy street ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/2173831145.jpg,"Two people wearing dark hoods , one in a black shirt , one in a green shirt , are surrounded by branches ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4436084437.jpg,"A brunette in a shirt plaid shirt and knee-high socks , with green beads wrapped around her wrists ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/507035997.jpg,A partially bald and overweight man dressed in a lime green t-shirt is seasoning the skewers that are cooking on the barbecue pit .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3340639621.jpg,"A woman in a jean jacket and black sunglasses stands outside with two young boys by a kiosk , looking at a paper she is holding in her hand ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/143263604.jpg,Several people sit in on blankets in a park with blooming pink cherry blossoms .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/532241548.jpg,"A crowd of people , all wearing raincoats with hoods pulled up , listening to a man wearing a red and blue raincoat , with curly brunette hair , speaks ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/3338291921.jpg,A dog is carrying something pink in its mouth while walking through the snow .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4979962304.jpg,"In this picture we see an open air market , the tables of produce are illuminated with lamps that have red shades ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4824836686.jpg,Man wearing white shirt is walking on sidewalk along side other pedestrians .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/24187497.jpg,A bunch of construction workers work on a street while one worker walks toward the camera .
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/4850764733.jpg,"Two women , one wearing a green-blue sweater and the other wearing plaid , walk outside and clutch something in their hands ."
/content/drive/MyDrive/Multimodal-SSL-Hybrid/flickr30k_images/1145781754.jpg,Four men with baseball caps and logo t-shirts laughing together at a table .
